,DISTRICT,DIST_LGD,SUB_DIST,Subdt_LGD,NAME,CEN_2001,TYPE,STATE,nutrition_idx,protection_idx,education_idx,health_idx,child_anaemia,early_marriage,anc_4plus
1,Araria,188,Palasi,1119,Charbana,'1007000800604600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Forbesganj,1113,Baghmara,'1007000200561200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Araria,1116,Dabhra,'1007000500584500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Khamkol,'1007000200561400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Narpatganj,1112,Baghua Dibiganj,'1007000100554800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Narpatganj,1112,koskapur,'1007000100554200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Narpatganj,1112,Barhara,'1007000100553700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Forbesganj,1113,Forbesganj,'1007000240702000,Town,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Forbesganj,1113,Kirkichia,'1007000200565100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Shahbazpur Jagir,'1007000200565000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Narpatganj,1112,Rewahi,'1007000100555300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Forbesganj,1113,Bhagkohilia,'1007000200565200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Deghli,'1007000800604300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Kursakatta,1117,Parbata,'1007000600591800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Dharamganj Baghua,'1007000800605000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Kursakatta,1117,Birban,'1007000600597300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Kursakatta,1117,Hasanpur,'1007000600596700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Sikti,1118,Karahbari,'1007000700603100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Rampur,'1007000200558200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Kursakatta,1117,MaheshKhunt Jagir,'1007000600592000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Araria,1116,Jamua,'1007000500584200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Karor,'1007000800604500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Sikti,1118,Sohagmara,'1007000700603000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Sikti,1118,Sohdi,'1007000700602700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Majhua,'1007000200562800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Forbesganj,1113,Amhara,'1007000200561300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Kursakatta,1117,Padaria,'1007000600597200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Kursakatta,1117,Itahi,'1007000600591700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Phulsara,'1007000800604100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Forbesganj,1113,Khair Khan,'1007000200563200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Chauri,'1007000800604200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Kursakatta,1117,Pakri,'1007000600591400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Araria,1116,Kismat Jamua,'1007000500583900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Karor Deghli,'1007000800604400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Kursakatta,1117,Doria,'1007000600591600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Narpatganj,1112,Pathraha,'1007000100554900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Araria,1116,Tarabari,'1007000500584600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Araria,1116,Phulbari,'1007000500583800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Araria,1116,Khamgara,'1007000500584100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Gopalpur,'1007000200563000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Kursakatta,1117,Kumaripur,'1007000600591200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Araria,1116,Tarauna,'1007000500583700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Kursakatta,1117,Chikni,'1007000600596400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Narpatganj,1112,Khapdeh,'1007000100555200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Bakainia,'1007000800613900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Narpatganj,1112,Fatehpur,'1007000100554000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Narpatganj,1112,Pharhi,'1007000100555000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Narpatganj,1112,Belwa,'1007000100556500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Kankhudia,'1007000800605200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Korhaili,'1007000800613800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Forbesganj,1113,Ghoraghat,'1007000200561100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Narpatganj,1112,Damiya,'1007000100553800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Kursakatta,1117,Rahatmina,'1007000600591500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Forbesganj,1113,Samaul,'1007000200561000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Gang Jhali,'1007000800605300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Bhatauja,'1007000800605500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Manbodhtanda,'1007000800605100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Sikti,1118,Benga,'1007000700603200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Kursakatta,1117,Kotahpur,'1007000600597800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Narpatganj,1112,Kandhaili,'1007000100555100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Dogachhi,'1007000800605700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Jahanpur,'1007000800611800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Araria,1116,Jitwarpur,'1007000500584700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Miapur,'1007000800605600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Forbesganj,1113,Binodpur,'1007000200563100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Baradbata,'1007000800605400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Dholbaja,'1007000200557600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Araria,1116,Gelhabari,'1007000500584000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Hasanpur,'1007000800611700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Ramai,'1007000200560500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Narpatganj,1112,Patehpur Arazi,'1007000100553900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Dhantola,'1007000800611500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Maldoar,'1007000800605900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Kursakatta,1117,Shoirgaon,'1007000600591100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Araria,1116,Bhagpuraini,'1007000500584800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Araria,1116,Sahasmal,'1007000500583600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Hasanpura,'1007000800611600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Miapur Gachh,'1007000800605800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Haripur,'1007000200564300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Dakaita,'1007000800606000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Forbesganj,1113,Tiraskund,'1007000200560900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Araria,1116,Saguna,'1007000500585100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Forbesganj,1113,Bishunpur,'1007000200564000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Narpatganj,1112,Pithaura,'1007000100554100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Urlaha,'1007000800611300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Sobagmara,'1007000800611400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Narpatganj,1112,Tamganj Toufir,'1007000100555900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Garhara,'1007000800606600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Narpatganj,1112,Sawaldeh,'1007000100555400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Araria,1116,Pategna,'1007000500584900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Kujri,'1007000800606500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Gopalnagar,'1007000800612000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Forbesganj,1113,Balua,'1007000200560400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Baijnathpur,'1007000200566000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,kalahi,'1007000800606100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Dehti,'1007000800613700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Madhura,'1007000200560600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Forbesganj,1113,Khawaspur,'1007000200560300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Forbesganj,1113,Pothia,'1007000200563700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Araria,1116,Kismat Khawaspur,'1007000500585000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Forbesganj,1113,Hatpothia,'1007000200563800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Forbesganj,1113,Belai,'1007000200563300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Narpatganj,1112,GokhulPur,'1007000100556000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Chahatpur,'1007000800612100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Araria,1116,Baturbari,'1007000500585200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Dakaita,'1007000800611900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Forbesganj,1113,Parwaha,'1007000200564200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Dhangawan,'1007000800612200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Bualdanti,'1007000800606200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Narpatganj,1112,Tamganj,'1007000100555800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Forbesganj,1113,Gogi,'1007000200563600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Dak,'1007000200564100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Narpatganj,1112,Gadhgawan,'1007000100555500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Forbesganj,1113,Sukhirampur,'1007000200557500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Narpatganj,1112,Ajitnagar,'1007000100556100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Majlispur,'1007000800611200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Bhatwara,'1007000800606700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Eidgah,'1007000200557800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Forbesganj,1113,Dakripur,'1007000200557700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Forbesganj,1113,Sirsia,'1007000200557900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Ghiwba,'1007000200567300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Forbesganj,1113,Deopura,'1007000200560100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Forbesganj,1113,Lahsunganj,'1007000200560700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Ramnagar,'1007000800606400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Gohans,'1007000800606300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Forbesganj,1113,Sukhi,'1007000200558000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Halhalia,'1007000200560800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Forbesganj,1113,Halhalia jagir,'1007000200559700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Forbesganj,1113,Musahari,'1007000200557400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Araria,1116,Kasaila Gachh Garha Bhagkasail,'1007000500583500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Narpatganj,1112,Kochgaon,'1007000100556200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Nakta,'1007000800608000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Rahikpur,'1007000200560200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Belbari,'1007000800606800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Narpatganj,1112,Mirdaul,'1007000100556400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Daua,'1007000800607900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Forbesganj,1113,Gurmahi,'1007000200560000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Araria,1116,Madanpur,'1007000500583200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Dala,'1007000800611100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Doargawan,'1007000800606900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Nakta Khurd,'1007000800608300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Lokhra,'1007000800612300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Araria,1116,Jhamta,'1007000500585500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Haribhasa,'1007000800608400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Arraha,'1007000200556600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Araria,1116,Metan,'1007000500585400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Araria,1116,Mahisakol,'1007000500585600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Araria,1116,Gamharia,'1007000500583400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Behari,'1007000800607800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Narpatganj,1112,Belsandi,'1007000100556300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Rahikpur Thila Mohan,'1007000200559500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Forbesganj,1113,Bhaghal Halia,'1007000200559800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Narpatganj,1112,Bariarpur,'1007000100555600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Mohania,'1007000800613000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Narpatganj,1112,Garuha Bishunpur,'1007000100555700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Chandipur,'1007000800607000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Manikpur Halhalia,'1007000200559600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Pandubi,'1007000800611000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Forbesganj,1113,Bara,'1007000200563400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Simraha,'1007000200563500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Sonakandar,'1007000800608100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Naranga,'1007000800607700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Bhagparwaha,'1007000200557300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Pakri,'1007000800610700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Araria,1116,Chanrarni,'1007000500585300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Kashibari,'1007000800608500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Araria,1116,Bochi,'1007000500583300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Bargaon,'1007000800607600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Kurwa Lachhmipur,'1007000200558100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Gerari,'1007000800612400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Forbesganj,1113,Rampur,'1007000200564400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Araria,1116,Bansbari,'1007000500585700,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Khutti,'1007000800608600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Forbesganj,1113,Lachhmipur Gachh,'1007000200559900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Kathora,'1007000800607500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Khapra,'1007000800608200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Purandaha,'1007000800613100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Majhua,'1007000800612900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Pipra,'1007000800607100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Mundmala,'1007000800612500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Doria Sonapur,'1007000200559400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Forbesganj,1113,Shaifganj,'1007000200557100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Forbesganj,1113,Shankarpur,'1007000200558900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Bhargama,1114,Simarbani,'1008000400668500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Bhargama,1114,Kusmaul,'1005002000485100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Forbesganj,1113,Ganj Bhag,'1013000501118400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Arraha Madarganj,'1016000901600300,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Balua,'1008000600690100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Sohandar,'1014000201225000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Daulatpur,'1016001401632900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Dipnagar,'1008000600689000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Pothia,'1014000801294800,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Beni,'1016001001605500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Pakri Kamat,'1014000101213100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Bhikha,'1014000201224900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Araria,1116,Rampur Mohanpur,'1014000801299600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Barkumba,'1013000201085200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Bhima,'1016000601573200,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Aurahi,'1014000601265900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Bhargama,1114,Pranpath Patti,'1006001000540100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Bhargama,1114,Shankarpur,'1017000201694500,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Budhi,'1016001001605900,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Forbesganj,1113,Basgara,'1014000201226100,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Pechaili,'1005002000485000,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Parwakhori,'1016001001605400,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Araria,1116,Pokharia,'1008000600689600,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
