,DISTRICT,DIST_LGD,SUB_DIST,Subdt_LGD,NAME,CEN_2001,TYPE,STATE,nutrition_idx,protection_idx,education_idx,health_idx,child_anaemia,early_marriage,anc_4plus
1,Araria,188,Forbesganj,1113,Khamkol,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Narpatganj,1112,Baghua Dibiganj,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Narpatganj,1112,koskapur,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Narpatganj,1112,Barhara,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Forbesganj,1113,Forbesganj,1.007E+15,Town,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Forbesganj,1113,Kirkichia,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Shahbazpur Jagir,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Narpatganj,1112,Rewahi,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Forbesganj,1113,Bhagkohilia,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Deghli,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Kursakatta,1117,Parbata,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Dharamganj Baghua,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Kursakatta,1117,Birban,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Kursakatta,1117,Hasanpur,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Sikti,1118,Karahbari,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Rampur,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Kursakatta,1117,MaheshKhunt Jagir,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Araria,1116,Jamua,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Karor,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Sikti,1118,Sohagmara,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Sikti,1118,Sohdi,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Majhua,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Forbesganj,1113,Amhara,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Kursakatta,1117,Padaria,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Kursakatta,1117,Itahi,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Phulsara,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Forbesganj,1113,Khair Khan,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Chauri,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Kursakatta,1117,Pakri,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Araria,1116,Kismat Jamua,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Karor Deghli,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Kursakatta,1117,Doria,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Narpatganj,1112,Pathraha,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Araria,1116,Tarabari,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Araria,1116,Phulbari,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Araria,1116,Khamgara,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Gopalpur,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Kursakatta,1117,Kumaripur,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Araria,1116,Tarauna,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Kursakatta,1117,Chikni,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Narpatganj,1112,Khapdeh,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Bakainia,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Narpatganj,1112,Fatehpur,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Narpatganj,1112,Pharhi,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Narpatganj,1112,Belwa,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Kankhudia,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Korhaili,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Forbesganj,1113,Ghoraghat,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Narpatganj,1112,Damiya,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Kursakatta,1117,Rahatmina,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Forbesganj,1113,Samaul,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Gang Jhali,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Bhatauja,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Manbodhtanda,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Sikti,1118,Benga,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Kursakatta,1117,Kotahpur,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Narpatganj,1112,Kandhaili,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Dogachhi,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Jahanpur,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Araria,1116,Jitwarpur,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Miapur,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Forbesganj,1113,Binodpur,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Baradbata,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Dholbaja,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Araria,1116,Gelhabari,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Hasanpur,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Ramai,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Narpatganj,1112,Patehpur Arazi,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Dhantola,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Maldoar,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Kursakatta,1117,Shoirgaon,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Araria,1116,Bhagpuraini,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Araria,1116,Sahasmal,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Hasanpura,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Miapur Gachh,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Haripur,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Dakaita,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Forbesganj,1113,Tiraskund,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Araria,1116,Saguna,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Forbesganj,1113,Bishunpur,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Narpatganj,1112,Pithaura,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Urlaha,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Sobagmara,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Narpatganj,1112,Tamganj Toufir,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Garhara,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Narpatganj,1112,Sawaldeh,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Araria,1116,Pategna,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Kujri,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Gopalnagar,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Forbesganj,1113,Balua,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Baijnathpur,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,kalahi,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Dehti,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Madhura,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Forbesganj,1113,Khawaspur,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Forbesganj,1113,Pothia,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Araria,1116,Kismat Khawaspur,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Forbesganj,1113,Hatpothia,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Forbesganj,1113,Belai,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Narpatganj,1112,GokhulPur,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Chahatpur,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Araria,1116,Baturbari,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Dakaita,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Forbesganj,1113,Parwaha,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Dhangawan,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Bualdanti,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Narpatganj,1112,Tamganj,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Forbesganj,1113,Gogi,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Dak,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Narpatganj,1112,Gadhgawan,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Forbesganj,1113,Sukhirampur,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Narpatganj,1112,Ajitnagar,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Majlispur,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Bhatwara,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Eidgah,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Forbesganj,1113,Dakripur,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Forbesganj,1113,Sirsia,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Ghiwba,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Forbesganj,1113,Deopura,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Forbesganj,1113,Lahsunganj,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Ramnagar,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Gohans,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Forbesganj,1113,Sukhi,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Halhalia,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Forbesganj,1113,Halhalia jagir,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Forbesganj,1113,Musahari,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Araria,1116,Kasaila Gachh Garha Bhagkasail,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Narpatganj,1112,Kochgaon,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Nakta,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Rahikpur,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Belbari,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Narpatganj,1112,Mirdaul,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Daua,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Forbesganj,1113,Gurmahi,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Araria,1116,Madanpur,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Dala,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Doargawan,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Nakta Khurd,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Lokhra,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Araria,1116,Jhamta,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Haribhasa,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Arraha,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Araria,1116,Metan,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Araria,1116,Mahisakol,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Araria,1116,Gamharia,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Behari,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Narpatganj,1112,Belsandi,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Rahikpur Thila Mohan,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Forbesganj,1113,Bhaghal Halia,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Narpatganj,1112,Bariarpur,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Mohania,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Narpatganj,1112,Garuha Bishunpur,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Chandipur,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Manikpur Halhalia,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Pandubi,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Forbesganj,1113,Bara,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Simraha,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Sonakandar,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Naranga,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Bhagparwaha,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Pakri,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Araria,1116,Chanrarni,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Kashibari,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Araria,1116,Bochi,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Bargaon,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Kurwa Lachhmipur,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Gerari,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Forbesganj,1113,Rampur,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Araria,1116,Bansbari,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Khutti,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Forbesganj,1113,Lachhmipur Gachh,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Kathora,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Khapra,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Purandaha,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Majhua,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Pipra,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Mundmala,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Doria Sonapur,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Forbesganj,1113,Shaifganj,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Forbesganj,1113,Shankarpur,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Bhargama,1114,Simarbani,1.008E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Bhargama,1114,Kusmaul,1.005E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Forbesganj,1113,Ganj Bhag,1.013E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Arraha Madarganj,1.016E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Balua,1.008E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Sohandar,1.014E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Daulatpur,1.016E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Dipnagar,1.008E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Pothia,1.014E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Beni,1.016E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Pakri Kamat,1.014E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Bhikha,1.014E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Araria,1116,Rampur Mohanpur,1.014E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Barkumba,1.013E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Bhima,1.016E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Aurahi,1.014E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Bhargama,1114,Pranpath Patti,1.006E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Bhargama,1114,Shankarpur,1.017E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Budhi,1.016E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Forbesganj,1113,Basgara,1.014E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Pechaili,1.005E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Parwakhori,1.016E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Araria,1116,Pokharia,1.008E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Belbari,1.016E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Palasi,1119,Goshainpur,1.013E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Palasi,1119,Rangbaha,1.016E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
3,Araria,188,Palasi,1119,Gyaspur,1.007E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
1,Araria,188,Forbesganj,1113,Kurwa,1.014E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
2,Araria,188,Araria,1116,Bhagsadullah Gachh Kola,1.008E+15,Village,Bihar,0.62,0.7,0.55,0.48,0.58,0.31,0.42
